# Created by Octave 3.0.1, Wed Nov 11 13:16:46 2009 EST <matthewbot@Matt>
# name: samples
# type: matrix
# rows: 6526
# columns: 3
 -0.006816 -0.000189 -0.997645
 0.014938 -0.004899 -0.978805
 -0.014067 0.004522 -0.99529
 0.000435 0.004522 -0.992935
 -0.021318 0.002166 -1
 0.007687 -0.000189 -0.99058
 0.014938 -0.004899 -1
 0.007687 0.002166 -1.00471
 0.000435 0.004522 -1.01413
 0.007687 -0.004899 -0.98587
 0.000435 -0.000189 -0.99529
 0.000435 0.004522 -1.00471
 0.007687 0.004522 -1.00942
 0.000435 0.002166 -0.992935
 0.000435 -0.000189 -0.988225
 -0.006816 0.009232000000000001 -1
 0.000435 -0.000189 -1.002355
 0.007687 0.004522 -0.99058
 0.007687 0.006877 -0.997645
 0.007687 0.002166 -0.99529
 0.000435 0.004522 -0.983515
 0.007687 -0.000189 -0.99058
 -0.006816 -0.007254 -0.99058
 0.007687 0.004522 -1
 0.000435 -0.000189 -0.99058
 0.007687 -0.000189 -0.992935
 0.000435 -0.000189 -0.99058
 0.000435 0.002166 -0.992935
 -0.014067 0.004522 -1.002355
 0.000435 -0.000189 -0.992935
 0.000435 -0.002544 -0.988225
 0.022189 0.002166 -0.99058
 0.007687 0.002166 -0.988225
 0.000435 0.004522 -0.99058
 0.014938 0.009232000000000001 -0.99058
 0.000435 0.009232000000000001 -0.988225
 -0.006816 -0.000189 -1
 0.000435 -0.007254 -0.997645
 -0.006816 -0.004899 -0.98587
 -0.006816 0.006877 -1
 0.007687 -0.000189 -0.997645
 0.007687 -0.000189 -0.99058
 0.007687 -0.002544 -1
 0.022189 -0.002544 -1.00471
 0.000435 0.002166 -1.00942
 0.007687 -0.000189 -0.98116
 0.007687 -0.000189 -0.992935
 0.007687 0.011587 -0.997645
 0.000435 0.002166 -1.00471
 0.007687 -0.002544 -0.992935
 -0.006816 0.002166 -0.988225
 0.014938 0.002166 -1
 -0.006816 0.011587 -1.00942
 0.007687 0.002166 -0.988225
 0.000435 0.002166 -0.99058
 0.007687 0.009232000000000001 -1
 -0.006816 -0.002544 -1.00471
 0.007687 0.004522 -0.992935
