# Created by Octave 3.2.2, Fri Jan 08 23:36:30 2010 EST <matthewbot@Matt>
# name: samples
# type: matrix
# rows: 2258
# columns: 2
 0.605626 -0.0135
 0.363925 -0.047
 0.363925 -0.0795
 0.363925 -0.09075
 0.363925 -0.11275
 0.363925 -0.09
 0.363925 -0.0555
 0.363925 -0.04625
 0.409151 -0.07000000000000001
 0.409151 -0.08225
 0.409151 -0.06475
 0.409151 -0.03625
 0.409151 -0.0135
 0.409151 0.0045
 0.409151 -0.03225
 0.634378 -0.05875
 0.634378 -0.08500000000000001
 0.634378 -0.048
 0.634378 -0.0015
 0.634378 -0.00225
 0.634378 -0.00625
 0.634378 -0.05
 0.736577 -0.051
 0.736577 -0.01
 0.736577 -0.018
 0.736577 -0.04
 0.736577 0.001
 0.736577 -0.033
 0.736577 -0.11
 0.911183 -0.171
 0.911183 -0.17825
 0.911183 -0.142
 0.911183 -0.1395
 0.911183 -0.19225
 0.911183 -0.24825
 0.911183 -0.261
 0.744715 -0.24475
 0.744715 -0.20675
 0.744715 -0.232
 0.744715 -0.235
 0.744715 -0.22875
 0.744715 -0.183
 0.744715 -0.1515
 0.769936 -0.123
 0.769936 -0.12825
 0.769936 -0.136
 0.769936 -0.11425
 0.769936 -0.1115
 0.769936 -0.10675
 0.769936 -0.051
 0.774997 -0.0575
 0.774997 -0.06950000000000001
 0.774997 -0.11025
 0.774997 -0.15225
 0.774997 -0.1535
 0.774997 -0.098
 0.774997 -0.06625
 0.780998 -0.07875
 0.780998 -0.12475
 0.780998 -0.1275
 0.780998 -0.12225
 0.780998 -0.08599999999999999
 0.780998 -0.08075
 0.780998 -0.09825
 0.6566 -0.09475
 0.6566 -0.1035
 0.6566 -0.101
 0.6566 -0.064
 0.6566 -0.06625
 0.6566 -0.046
 0.267444 -0.04225
 0.267444 0.019
 0.267444 0.03325
 0.267444 0.07575
 0.267444 0.067
 0.267444 0.12925
 0.267444 0.15575
 0.279415 0.159
 0.279415 0.15125
 0.279415 0.1285
 0.279415 0.15175
 0.279415 0.136
 0.279415 0.12575
 0.279415 0.099
 0.629667 0.07174999999999999
 0.629667 0.02725
 0.629667 0.00125
 0.629667 -0.03225
 0.629667 -0.03425
 0.629667 -0.057
 0.629667 -0.0975
 0.473926 -0.12875
 0.473926 -0.148
 0.473926 -0.187
 0.473926 -0.202
 0.473926 -0.209
 0.473926 -0.194
 0.473926 -0.2195
 0.790121 -0.25475
 0.790121 -0.231
 0.790121 -0.2675
 0.790121 -0.25425
 0.790121 -0.28225
 0.790121 -0.25025
 0.790121 -0.266
 0.79589 -0.33225
 0.79589 -0.29275
 0.79589 -0.1695
 0.79589 -0.1415
 0.79589 -0.22425
 0.79589 -0.294
 0.79589 -0.2475
 0.634919 -0.1735
 0.634919 -0.06675
 0.634919 -0.06625
 0.634919 -0.0975
 0.634919 -0.08500000000000001
 0.634919 -0.04825
 0.634919 -0.03675
 0.636053 0.0185
 0.636053 0.027
 0.636053 0.01925
 0.636053 0.0385
 0.636053 0.015
 0.636053 0.039
 0.636053 0.0365
 0.691232 0.018
 0.691232 0.015
 0.691232 0.01375
 0.691232 0.052
 0.691232 0.039
 0.691232 0.036
 0.691232 -0.01225
 0.628302 -0.037
 0.628302 -0.0235
 0.628302 -0.02675
 0.628302 -0.02
 0.628302 -0.058
 0.628302 -0.07875
 0.628302 -0.07825
 0.60531 -0.104
 0.60531 -0.11825
 0.60531 -0.128
 0.60531 -0.148
 0.60531 -0.16825
 0.60531 -0.18
 0.60531 -0.1895
 0.641065 -0.20675
 0.641065 -0.185
 0.641065 -0.22275
 0.641065 -0.222
 0.641065 -0.21675
 0.641065 -0.24
 0.641065 -0.23475
 0.6485610000000001 -0.2315
 0.6485610000000001 -0.2215
 0.6485610000000001 -0.215
 0.6485610000000001 -0.24
 0.6485610000000001 -0.26875
 0.6485610000000001 -0.258
 0.6485610000000001 -0.23025
 0.642235 -0.21075
 0.642235 -0.236
 0.642235 -0.23875
 0.642235 -0.22275
 0.642235 -0.2
 0.642235 -0.20425
 0.642235 -0.164
 0.664469 -0.151
 0.664469 -0.12875
 0.664469 -0.123
 0.664469 -0.11625
 0.664469 -0.10425
 0.664469 -0.12675
 0.664469 -0.09425
 0.652456 -0.07000000000000001
 0.652456 -0.074
 0.652456 -0.08075
 0.652456 -0.0455
 0.652456 -0.035
 0.652456 -0.015
 0.652456 0.0025
 0.668857 0.00325
 0.668857 0.0105
 0.668857 0.001
 0.668857 0.015
 0.668857 0.01375
 0.668857 -0.00625
 0.668857 0.00925
 0.753055 -0.008
 0.753055 -0.0075
 0.753055 -0.034
 0.753055 -0.04
 0.753055 -0.046
 0.753055 -0.04225
 0.792696 -0.08875
 0.792696 -0.08
 0.792696 -0.118
 0.792696 -0.09875
 0.792696 -0.08749999999999999
 0.792696 -0.08699999999999999
 0.792696 -0.098
 0.893471 -0.09875
 0.893471 -0.12425
 0.893471 -0.106
 0.893471 -0.104
 0.893471 -0.082
 0.893471 -0.1135
 0.893471 -0.08799999999999999
 1.051333 -0.1215
 1.051333 -0.122
 1.051333 -0.392
 1.051333 -0.21025
 1.051333 -0.067
 1.051333 0.1845
 1.051333 0.171
 1.802738 -0.16025
 1.802738 -0.62675
 1.802738 -0.79025
 1.802738 -0.4395
 1.802738 -0.113
 1.802738 -0.1515
 1.802738 -0.378
 0.629619 -0.10425
 0.629619 0.7665
 0.629619 0.841
 0.629619 -0.369
 0.629619 -1.256
 0.629619 -0.98825
 0.629619 0.0145
 0.435081 0.524
 0.435081 0.094
 0.435081 -0.532
 0.435081 -0.4095
 0.435081 -0.9575
 0.435081 -0.72475
 0.435081 0.108
 0.271708 0.7445000000000001
 0.271708 0.41975
 0.271708 -0.3935
 0.271708 -0.8110000000000001
 0.271708 -0.422
 0.271708 0.215
 0.271708 0.284
 0.601849 0.0525
 0.601849 0.595
 0.601849 -0.59875
 0.601849 -0.51825
 0.601849 -0.0075
 0.601849 0.54925
 0.601849 0.325
 0.923667 -0.1995
 0.923667 -0.376
 0.923667 -0.1315
 0.923667 0.18
 0.923667 0.18175
 0.923667 0.075
 0.923667 -0.05675
 0.693056 -0.06825000000000001
 0.693056 -0.017
 0.693056 0.07925
 0.693056 0.10925
 0.693056 0.054
 0.693056 0.08975
 0.693056 0.083
 0.589995 0.13775
 0.589995 0.08375
 0.589995 -0.005
 0.589995 -0.00625
 0.589995 0.07000000000000001
 0.589995 0.07525
 0.589995 0.05575
 0.7651210000000001 0.016
 0.7651210000000001 -0.0475
 0.7651210000000001 0.083
 0.7651210000000001 0.0645
 0.7651210000000001 -0.08025
 0.7651210000000001 -0.235
 0.7651210000000001 -0.1635
 0.459925 -0.07475
 0.459925 -0.101
 0.459925 -0.17875
 0.459925 -0.25625
 0.459925 -0.21475
 0.459925 -0.14675
 0.459925 -0.15275
 0.877638 -0.1635
 0.877638 -0.173
 0.877638 -0.137
 0.877638 -0.15825
 0.877638 -0.19025
 0.877638 -0.169
 0.877638 -0.10075
 0.879205 -0.07074999999999999
 0.879205 -0.0775
 0.879205 -0.149
 0.879205 -0.05825
 0.879205 0.008500000000000001
 0.879205 0.06125
 0.879205 0.02975
 0.661987 -0.05875
 0.661987 -0.06275
 0.661987 -0.034
 0.661987 0.06
 0.661987 0.03725
 0.661987 0.07975
 0.661987 0.081
 0.908331 0.037
 0.908331 -0.05875
 0.908331 -0.05275
 0.908331 0.061
 0.908331 0.152
 0.908331 0.1605
 0.908331 0.092
 0.7785029999999999 0.07099999999999999
 0.7785029999999999 0.03325
 0.7785029999999999 -0.006
 0.7785029999999999 -0.058
 0.7785029999999999 -0.09950000000000001
 0.7785029999999999 -0.1475
 0.723799 -0.262
 0.723799 -0.229
 0.723799 -0.241
 0.723799 -0.1355
 0.723799 -0.16225
 0.723799 -0.25825
 0.723799 -0.308
 0.604259 -0.26875
 0.604259 -0.24275
 0.604259 -0.20225
 0.604259 -0.15075
 0.604259 -0.2535
 0.604259 -0.288
 0.604259 -0.314
 0.470129 -0.4475
 0.470129 -0.534
 0.470129 -0.43275
 0.470129 -0.332
 0.470129 -0.213
 0.470129 -0.2115
 0.470129 -0.2735
 0.30697 -0.2915
 0.30697 -0.24875
 0.30697 -0.22075
 0.30697 -0.206
 0.30697 0.013
 0.30697 -0.025
 0.30697 -0.278
 0.890077 -0.42425
 0.890077 -0.16225
 0.890077 0.15325
 0.890077 0.191
 0.890077 0.039
 0.890077 -0.1
 0.890077 -0.08674999999999999
 0.426687 0.012
 0.426687 0.1105
 0.426687 0.08450000000000001
 0.426687 0.075
 0.426687 0.107
 0.426687 0.15125
 0.426687 0.133
 0.632916 0.124
 0.632916 0.1425
 0.632916 0.14325
 0.632916 0.1505
 0.632916 0.15925
 0.632916 0.16175
 0.632916 0.254
 0.50103 0.08975
 0.50103 0.12725
 0.50103 0.20325
 0.50103 0.28
 0.50103 0.297
 0.50103 0.225
 0.50103 0.16925
 0.658708 0.19575
 0.658708 0.231
 0.658708 0.245
 0.658708 0.17975
 0.658708 0.205
 0.658708 0.22
 0.658708 0.22325
 0.861968 0.18
 0.861968 0.16575
 0.861968 0.12125
 0.861968 0.08925
 0.861968 0.061
 0.861968 0.05925
 0.861968 0.08175
 1.213173 0.017
 1.213173 -0.038
 1.213173 -0.104
 1.213173 -0.106
 1.213173 -0.09625
 1.213173 -0.134
 1.213173 -0.151
 0.875214 -0.135
 0.875214 -0.1135
 0.875214 -0.127
 0.875214 -0.106
 0.875214 -0.08225
 0.875214 -0.124
 0.875214 -0.219
 0.814801 -0.23425
 0.814801 -0.2055
 0.814801 -0.179
 0.814801 -0.19425
 0.814801 -0.24825
 0.814801 -0.30625
 0.814801 -0.3435
 0.722195 -0.3595
 0.722195 -0.40825
 0.722195 -0.463
 0.722195 -0.3935
 0.722195 -0.285
 0.722195 -0.26425
 0.722195 -0.395
 0.831828 -0.492
 0.831828 -0.52625
 0.831828 -0.46075
 0.831828 -0.43675
 0.831828 -0.44425
 0.831828 -0.522
 0.831828 -0.482
 0.520166 -0.46425
 0.520166 -0.4375
 0.520166 -0.42025
 0.520166 -0.39425
 0.520166 -0.3515
 0.520166 -0.368
 0.520166 -0.378
 0.508954 -0.44075
 0.508954 -0.372
 0.508954 -0.28
 0.508954 -0.25225
 0.508954 -0.325
 0.508954 -0.36025
 0.508954 -0.286
 0.395885 -0.2175
 0.395885 -0.05075
 0.395885 -0.01075
 0.395885 -0.1135
 0.395885 -0.12075
 0.395885 -0.11
 0.382433 -0.113
 0.382433 -0.04675
 0.382433 -0.051
 0.382433 -0.0335
 0.382433 -0.05075
 0.382433 -0.06825000000000001
 0.382433 -0.052
 0.506437 -0.061
 0.506437 -0.038
 0.506437 -0.01675
 0.506437 0.04375
 0.506437 0.052
 0.506437 0.06975000000000001
 0.506437 0.095
 0.446786 0.125
 0.446786 0.11325
 0.446786 0.104
 0.446786 0.0945
 0.446786 0.16125
 0.446786 0.164
 0.446786 0.16725
 0.676298 0.189
 0.676298 0.1665
 0.676298 0.1765
 0.676298 0.193
 0.676298 0.18
 0.676298 0.164
 0.676298 0.16
 0.566488 0.131
 0.566488 0.17925
 0.566488 0.184
 0.566488 0.201
 0.566488 0.148
 0.566488 0.1205
 0.566488 0.103
 0.887111 0.113
 0.887111 0.152
 0.887111 0.127
 0.887111 0.09525
 0.887111 0.1185
 0.887111 0.11725
 0.887111 0.105
 1.004242 0.10125
 1.004242 0.055
 1.004242 0.0165
 1.004242 0.03175
 1.004242 0.026
 1.004242 0.024
 1.004242 -0.0275
 1.139706 -0.018
 1.139706 -0.049
 1.139706 -0.05475
 1.139706 -0.09075
 1.139706 -0.093
 1.139706 -0.129
 1.139706 -0.1395
 0.712406 -0.11225
 0.712406 -0.089
 0.712406 -0.08599999999999999
 0.712406 -0.172
 0.712406 -0.2135
 0.712406 -0.17625
 0.712406 -0.117
 0.84458 -0.08674999999999999
 0.84458 -0.1275
 0.84458 -0.2075
 0.84458 -0.251
 0.84458 -0.2435
 0.84458 -0.19
 0.84458 -0.19075
 0.756181 -0.31675
 0.756181 -0.4135
 0.756181 -0.405
 0.756181 -0.28625
 0.756181 -0.18225
 0.756181 -0.312
 0.756181 -0.4335
 0.940508 -0.434
 0.940508 -0.39875
 0.940508 -0.46075
 0.940508 -0.69625
 0.940508 -0.28075
 0.940508 0.01175
 0.940508 -0.3335
 0.476264 -0.75275
 0.476264 -0.88025
 0.476264 -0.523
 0.476264 -0.07074999999999999
 0.476264 0.001
 0.476264 -0.22225
 0.476264 -0.42225
 0.47758 -0.468
 0.47758 -0.365
 0.47758 -0.07074999999999999
 0.47758 -0.0615
 0.47758 -0.32425
 0.47758 -0.54825
 0.47758 -0.483
 0.450042 -0.27
 0.450042 -0.041
 0.450042 -0.09275
 0.450042 -0.17
 0.450042 -0.197
 0.450042 -0.13275
 0.450042 -0.045
 0.35307 -0.02225
 0.35307 -0.0475
 0.35307 -0.023
 0.35307 -0.06275
 0.35307 -0.02425
 0.35307 0.013
 0.35307 0.037
 0.6510860000000001 0.09725
 0.6510860000000001 0.03175
 0.6510860000000001 0.057
 0.6510860000000001 0.027
 0.6510860000000001 0.04125
 0.6510860000000001 0.077
 0.6510860000000001 0.15925
 0.678922 0.12375
 0.678922 0.08500000000000001
 0.678922 0.1025
 0.678922 0.192
 0.678922 0.19325
 0.678922 0.126
 0.343871 0.07775
 0.343871 0.064
 0.343871 0.24975
 0.343871 0.032
 0.343871 0.136
 0.343871 0.32125
 0.343871 0.36175
 0.829886 0.2085
 0.829886 0.00725
 0.829886 0.376
 0.829886 0.5445
 0.829886 0.03775
 0.829886 -0.51225
 0.829886 -0.44025
 0.727809 0.1285
 0.727809 0.47375
 0.727809 0.3165
 0.727809 -0.03475
 0.727809 -0.1635
 0.727809 -0.06475
 0.727809 0.07725
 0.889776 0.114
 0.889776 0.05125
 0.889776 -0.038
 0.889776 -0.089
 0.889776 -0.04825
 0.889776 -0.07224999999999999
 0.889776 -0.06950000000000001
 0.879067 -0.10825
 0.879067 -0.08275
 0.879067 -0.06625
 0.879067 -0.078
 0.879067 -0.1435
 0.879067 -0.1535
 0.879067 -0.16825
 0.686017 -0.146
 0.686017 -0.1275
 0.686017 -0.139
 0.686017 -0.1115
 0.686017 -0.1215
 0.686017 -0.08275
 0.686017 -0.038
 0.55174 -0.02675
 0.55174 -0.042
 0.55174 -0.055
 0.55174 -0.062
 0.55174 -0.04875
 0.55174 -0.018
 0.55174 0.018
 0.552539 -0.295
 0.552539 -0.3775
 0.552539 -0.05225
 0.552539 0.35325
 0.552539 0.33175
 0.552539 -0.0135
 0.552539 -0.276
 0.743892 -0.26225
 0.743892 -0.022
 0.743892 0.08450000000000001
 0.743892 0.04925
 0.743892 -0.0915
 0.743892 -0.148
 0.743892 -0.08475000000000001
 0.688987 -0.0655
 0.688987 -0.0815
 0.688987 -0.093
 0.688987 -0.10075
 0.688987 -0.121
 0.688987 -0.1055
 0.688987 -0.08475000000000001
 0.654044 -0.10675
 0.654044 -0.09475
 0.654044 -0.09950000000000001
 0.654044 -0.025
 0.654044 0.092
 0.654044 -0.06475
 0.654044 -0.08400000000000001
 0.659923 -0.064
 0.659923 -0.03825
 0.659923 -0.0755
 0.659923 -0.09950000000000001
 0.659923 -0.1455
 0.659923 -0.199
 0.659923 -0.08749999999999999
 0.626943 -0.0575
 0.626943 -0.09625
 0.626943 -0.03825
 0.626943 0.017
 0.626943 0.008500000000000001
 0.626943 -0.08699999999999999
 0.626943 -0.15
 0.657467 -0.11625
 0.657467 -0.0435
 0.657467 -0.04
 0.657467 -0.06950000000000001
 0.657467 -0.08550000000000001
 0.657467 -0.092
 0.657467 -0.06625
 0.633837 -0.08
 0.633837 -0.05875
 0.633837 -0.06075
 0.633837 -0.09875
 0.633837 -0.11
 0.633837 -0.08550000000000001
 0.633837 -0.07475
 0.64461 -0.1035
 0.64461 -0.0975
 0.64461 -0.10075
 0.64461 -0.1115
 0.64461 -0.10425
 0.64461 -0.10025
 0.64461 -0.1095
 0.659008 -0.103
 0.659008 -0.136
 0.659008 -0.118
 0.659008 -0.12025
 0.659008 -0.0935
 0.659008 -0.111
 0.659008 -0.10625
 0.642293 -0.134
 0.642293 -0.106
 0.642293 -0.11275
 0.642293 -0.08825
 0.642293 -0.126
 0.642293 -0.116
 0.648794 -0.11825
 0.648794 -0.09825
 0.648794 -0.10475
 0.648794 -0.141
 0.648794 -0.174
 0.648794 -0.1215
 0.648794 -0.07675
 0.632982 -0.05625
 0.632982 -0.1135
 0.632982 -0.131
 0.632982 -0.11675
 0.632982 -0.105
 0.632982 -0.08275
 0.632982 -0.07475
 0.651399 -0.10075
 0.651399 -0.097
 0.651399 -0.08875
 0.651399 -0.097
 0.651399 -0.092
 0.651399 -0.09475
 0.651399 -0.0955
 0.653868 -0.09025
 0.653868 -0.09950000000000001
 0.653868 -0.11
 0.653868 -0.096
 0.653868 -0.098
 0.653868 -0.09
 0.653868 -0.08475000000000001
 0.649612 -0.07625
 0.649612 -0.07149999999999999
 0.649612 -0.0815
 0.649612 -0.078
 0.649612 -0.07625
 0.649612 -0.09225
 0.649612 -0.093
 0.657459 -0.08699999999999999
 0.657459 -0.07224999999999999
 0.657459 -0.07149999999999999
 0.657459 -0.081
 0.657459 -0.065
 0.657459 -0.1015
 0.657459 -0.08550000000000001
 0.651905 -0.078
 0.651905 -0.07199999999999999
 0.651905 -0.076
 0.651905 -0.08400000000000001
 0.651905 -0.05825
 0.651905 -0.067
 0.651905 -0.05225
 0.656565 -0.07099999999999999
 0.656565 -0.066
 0.656565 -0.07199999999999999
 0.656565 -0.065
 0.656565 -0.063
 0.656565 -0.03625
 0.656565 -0.056
 0.659184 -0.06825000000000001
 0.659184 -0.06875000000000001
 0.659184 -0.073
 0.659184 -0.05875
 0.659184 -0.057
 0.659184 -0.076
 0.659184 -0.0535
 0.647493 -0.07074999999999999
 0.647493 -0.06275
 0.647493 -0.049
 0.647493 -0.066
 0.647493 -0.05075
 0.647493 -0.02875
 0.647493 -0.04
 0.652632 -0.03225
 0.652632 -0.0295
 0.652632 -0.055
 0.652632 -0.042
 0.652632 -0.049
 0.652632 -0.05225
 0.652632 -0.055
 0.661371 -0.04225
 0.661371 -0.061
 0.661371 -0.06275
 0.661371 -0.05625
 0.661371 -0.07099999999999999
 0.661371 -0.048
 0.661371 -0.06625
 0.667611 -0.05675
 0.667611 -0.054
 0.667611 -0.08500000000000001
 0.667611 -0.066
 0.667611 -0.06425
 0.667611 -0.075
 0.667611 -0.0795
 0.66255 -0.13675
 0.66255 -0.1735
 0.66255 -0.15025
 0.66255 -0.107
 0.66255 -0.09275
 0.66255 -0.06475
 0.66255 -0.10075
 0.640115 -0.161
 0.640115 -0.14025
 0.640115 -0.104
 0.640115 -0.133
 0.640115 -0.133
 0.640115 -0.12625
 0.640115 -0.167
 0.665979 -0.14875
 0.665979 -0.13275
 0.665979 -0.1135
 0.665979 -0.09675
 0.665979 -0.11425
 0.665979 -0.1315
 0.665979 -0.12
 0.654985 -0.106
 0.654985 -0.102
 0.654985 -0.0955
 0.654985 -0.09075
 0.654985 -0.07425
 0.654985 -0.08599999999999999
 0.654985 -0.0895
 0.631931 -0.081
 0.631931 -0.0515
 0.631931 -0.08
 0.631931 -0.113
 0.631931 -0.15425
 0.631931 -0.107
 0.659828 -0.02225
 0.659828 -0.014
 0.659828 -0.12425
 0.659828 -0.189
 0.659828 -0.19225
 0.659828 -0.083
 0.659828 -0.01
 0.663319 0.05575
 0.663319 -0.023
 0.663319 -0.0275
 0.663319 -0.061
 0.663319 -0.11275
 0.663319 -0.156
 0.663319 -0.1195
 0.655695 -0.0935
 0.655695 -0.07224999999999999
 0.655695 -0.08
 0.655695 -0.1075
 0.655695 -0.09475
 0.655695 -0.08749999999999999
 0.655695 -0.08425000000000001
 0.655226 -0.07275
 0.655226 -0.107
 0.655226 -0.09275
 0.655226 -0.077
 0.655226 -0.09475
 0.655226 -0.094
 0.655226 -0.107
 0.666299 -0.12225
 0.666299 -0.1015
 0.666299 -0.04
 0.666299 -0.04675
 0.666299 -0.02
 0.666299 -0.07825
 0.666299 -0.14275
 0.652906 -0.1915
 0.652906 -0.144
 0.652906 -0.028
 0.652906 0.083
 0.652906 0.05325
 0.652906 0.556
 0.652906 0.81375
 0.649128 -0.4075
 0.649128 -1.321
 0.649128 -0.869
 0.649128 0.17325
 0.649128 0.789
 0.649128 0.331
 0.649128 -0.413
 0.665693 -0.5875
 0.665693 -0.20825
 0.665693 0.096
 0.665693 -0.04075
 0.665693 -0.18275
 0.665693 -0.272
 0.665693 -0.144
 0.657386 0.00325
 0.657386 -0.0175
 0.657386 -0.1235
 0.657386 -0.20425
 0.657386 -0.18
 0.657386 -0.10625
 0.657386 -0.0815
 0.61335 -0.129
 0.61335 -0.15275
 0.61335 -0.155
 0.61335 -0.145
 0.61335 -0.1155
 0.61335 -0.08825
 0.61335 -0.1035
 0.671343 -0.1315
 0.671343 -0.145
 0.671343 -0.12625
 0.671343 -0.15825
 0.671343 -0.1755
 0.671343 -0.122
 0.671343 -0.07425
 0.642712 -0.07425
 0.642712 -0.1475
 0.642712 -0.2595
 0.642712 -0.08749999999999999
 0.642712 0.08699999999999999
 0.642712 0.02125
 0.642712 -0.25675
 0.615746 -0.41625
 0.615746 -0.38
 0.615746 -0.03075
 0.615746 0.215
 0.615746 0.14175
 0.615746 0.0125
 0.615746 -0.12825
 0.652392 -0.10875
 0.652392 -0.1015
 0.652392 -0.06675
 0.652392 -0.03875
 0.652392 0.0025
 0.652392 -0.35875
 0.652392 -0.24475
 0.657992 -0.25025
 0.657992 -0.10675
 0.657992 0.1545
 0.657992 0.19175
 0.657992 0.04925
 0.657992 -0.1635
 0.657992 -0.2355
 0.63851 -0.132
 0.63851 0.0045
 0.63851 0.03925
 0.63851 -0.01225
 0.63851 -0.09475
 0.63851 -0.12025
 0.63851 -0.10275
 0.657937 -0.08500000000000001
 0.657937 -0.07425
 0.657937 -0.06625
 0.657937 -0.065
 0.657937 -0.09475
 0.657937 -0.091
 0.657937 -0.08500000000000001
 0.673561 -0.11
 0.673561 -0.1215
 0.673561 -0.157
 0.673561 -0.13875
 0.673561 -0.1035
 0.673561 -0.0935
 0.644373 -0.123
 0.644373 -0.1315
 0.644373 -0.118
 0.644373 -0.1315
 0.644373 -0.08674999999999999
 0.644373 -0.095
 0.644373 -0.104
 0.660452 -0.1335
 0.660452 -0.12225
 0.660452 -0.08500000000000001
 0.660452 -0.065
 0.660452 -0.073
 0.660452 -0.099
 0.660452 -0.106
 0.646082 -0.109
 0.646082 -0.06900000000000001
 0.646082 -0.07149999999999999
 0.646082 -0.0415
 0.646082 -0.0355
 0.646082 -0.056
 0.646082 -0.089
 0.654108 -0.123
 0.654108 -0.10025
 0.654108 -0.07224999999999999
 0.654108 -0.0475
 0.654108 -0.04225
 0.654108 -0.0795
 0.654108 -0.0675
 0.650065 -0.05875
 0.650065 -0.06075
 0.650065 -0.08075
 0.650065 -0.10275
 0.650065 -0.065
 0.650065 -0.03825
 0.650065 -0.07625
 0.658206 -0.08475000000000001
 0.658206 -0.1175
 0.658206 -0.10675
 0.658206 -0.094
 0.658206 -0.08825
 0.658206 -0.153
 0.658206 -0.1255
 0.657447 -0.04825
 0.657447 0.00125
 0.657447 -0.1015
 0.657447 -0.196
 0.657447 -0.16875
 0.657447 -0.073
 0.657447 -0.06425
 0.661198 -0.1355
 0.661198 -0.1895
 0.661198 -0.08825
 0.661198 -0.012
 0.661198 0.0465
 0.661198 -0.01625
 0.661198 -0.13025
 0.6439859999999999 -0.218
 0.6439859999999999 -0.18825
 0.6439859999999999 -0.12625
 0.6439859999999999 -0.05475
 0.6439859999999999 -0.02875
 0.6439859999999999 -0.02675
 0.6439859999999999 -0.06625
 0.65606 -0.103
 0.65606 -0.095
 0.65606 -0.07625
 0.65606 -0.047
 0.65606 -0.0455
 0.65606 -0.066
 0.65606 -0.07074999999999999
 0.656964 -0.1095
 0.656964 -0.10675
 0.656964 -0.06075
 0.656964 -0.07475
 0.656964 -0.07475
 0.656964 -0.09825
 0.656964 -0.07425
 0.664243 -0.07224999999999999
 0.664243 -0.0655
 0.664243 -0.08025
 0.664243 -0.09950000000000001
 0.664243 -0.08875
 0.664243 -0.098
 0.664243 -0.092
 0.655319 -0.08500000000000001
 0.655319 -0.096
 0.655319 -0.0915
 0.655319 -0.096
 0.655319 -0.09825
 0.655319 -0.109
 0.655319 -0.10825
 0.667204 -0.091
 0.667204 -0.103
 0.667204 -0.10075
 0.667204 -0.08799999999999999
 0.667204 -0.1035
 0.667204 -0.09
 0.667204 -0.0955
 0.648458 -0.09275
 0.648458 -0.107
 0.648458 -0.08749999999999999
 0.648458 -0.097
 0.648458 -0.095
 0.648458 -0.08400000000000001
 0.648458 -0.09475
 0.662952 -0.10275
 0.662952 -0.07625
 0.662952 -0.08799999999999999
 0.662952 -0.0675
 0.662952 -0.068
 0.662952 -0.075
 0.662952 -0.06625
 0.661714 -0.05425
 0.661714 -0.08
 0.661714 -0.06825000000000001
 0.661714 -0.07425
 0.661714 -0.07025000000000001
 0.661714 -0.08699999999999999
 0.661714 -0.09225
 0.663026 -0.076
 0.663026 -0.096
 0.663026 -0.094
 0.663026 -0.07275
 0.663026 -0.079
 0.663026 -0.07000000000000001
 0.643537 -0.0815
 0.643537 -0.082
 0.643537 -0.08749999999999999
 0.643537 -0.049
 0.643537 -0.16425
 0.643537 -0.7202499999999999
 0.643537 -0.926
 0.671099 -0.653
 0.671099 0.54775
 0.671099 0.612
 0.671099 -0.00225
 0.671099 -0.54425
 0.671099 -0.502
 0.671099 -0.13475
 0.661545 0.16
 0.661545 0.09175
 0.661545 -0.1115
 0.661545 -0.20475
 0.661545 -0.19
 0.661545 -0.083
 0.661545 -0.074
 0.658556 -0.06025
 0.658556 -0.068
 0.658556 -0.10425
 0.658556 -0.1155
 0.658556 -0.12875
 0.658556 -0.09625
 0.658556 -0.089
 0.651199 -0.08749999999999999
 0.651199 -0.08
 0.651199 -0.1015
 0.651199 -0.10675
 0.651199 -0.10675
 0.651199 -0.09075
 0.651199 -0.1
 0.654217 -0.145
 0.654217 -0.105
 0.654217 -0.101
 0.654217 -0.08075
 0.654217 -0.06825000000000001
 0.654217 -0.07625
 0.654217 -0.172
 0.661373 -0.07224999999999999
