# Created by Octave 3.2.2, Sat Jan 23 15:28:59 2010 EST <matthewbot@Matt>
# name: samples
# type: matrix
# rows: 3900
# columns: 4
 0.06346300000000001 -0.012741 0.003111 -0.9977780000000001
 0.06754300000000001 -0.008888999999999999 0.014815 -0.999852
 0.032638 -0.017185 -0 -0.9937780000000001
 0.087035 -0.00163 0.014815 -1.015556
 0.05621 -0.011556 -0.002519 -0.9977780000000001
 0.050317 -0.009481 0.009037 -1.000148
 0.043064 -0.019556 0.003556 -0.995852
 0.06709 -0.002519 0.016444 -1.011556
 0.090209 0.002963 0.014963 -1.015111
 0.039891 -0.017185 0.003111 -0.995407
 0.07434300000000001 -0.014222 0.003852 -0.993926
 0.032185 -0.019556 0.000593 -0.994963
 0.082049 0.001481 0.011259 -1.008444
 0.032638 -0.020741 -0.002519 -0.991556
 0.059837 -0.01437 0.004148 -0.9977780000000001
 0.035811 -0.01837 -0.003259 -0.991556
 0.084316 -0.003704 0.020741 -1.016889
 0.027652 -0.020593 0.001185 -0.995407
 0.093835 -0.000889 0.01837 -1.003259
 0.07434300000000001 -0.008296 0.006222 -0.999407
 0.05757 -0.00237 0.010519 -1.003259
 0.053037 -0.006519 -0.008888999999999999 -0.983111
 0.033545 -0.011111 0.001481 -0.9934809999999999
 0.06845 -0.002815 0.012889 -1.010815
 0.034905 -0.017778 -0.001333 -0.9925929999999999
 0.08930200000000001 0.001185 0.010222 -1.010963
 0.037171 -0.022667 -0.001778 -0.991556
 0.040798 -0.012296 0.007704 -1.003259
 0.046691 -0.017926 -0.004889 -0.993926
 0.077969 -0.002519 0.012148 -1.011556
 0.07978200000000001 -0.009481 0.008148000000000001 -1.001482
 0.032638 -0.017037 0.005778 -0.9930369999999999
 0.07117 -0.012444 0.008296 -1.001037
 0.039891 -0.011556 0.010519 -1.002667
 0.076156 -0.002519 0.016444 -1.004444
 0.027199 -0.016296 -0.004 -0.98637
 0.085675 -0.005333 0.013333 -1.005333
 0.039438 -0.016741 -0.000593 -0.9925929999999999
 0.050317 -0.006815 0.009332999999999999 -1.003259
 0.049411 -0.018222 0.004148 -0.995556
 0.084316 0.001037 0.017185 -1.01437
 0.072529 -0.005926 0.007407 -1.00563
 0.033545 -0.016 0.003111 -0.997481
 0.06029 -0.010815 0.000296 -0.997926
 0.047144 -0.00563 0.010963 -1.004593
 0.087035 0.001778 0.017185 -1.00963
 0.036265 -0.015407 -0.00163 -0.986667
 0.083409 -0.009926000000000001 0.016444 -1.001333
 0.032638 -0.018963 -0.00563 -0.98963
 0.06029 -0.004741 0.015704 -1.008148
 0.043064 -0.019111 0.000593 -0.988444
 0.082049 -0.001778 0.014815 -1.01363
 0.06845 -0.009926000000000001 0.004593 -0.999852
 0.038078 -0.012296 0.006519 -1.004148
 0.06754300000000001 -0.00963 0.007852 -0.994667
 0.056664 -0.006519 0.009037 -1.000889
 0.085675 -0.003259 0.019259 -1.008889
 0.028558 -0.020741 -0.004 -1.000296
 0.082956 -0.004741 0.011407 -1.012741
 0.038531 -0.015111 0.000296 -0.994963
 0.043064 -0.016296 0.009481 -0.998667
 0.06482300000000001 -0.009926000000000001 0.007407 -0.992741
 0.082049 0.000296 0.016444 -1.012444
 0.065277 -0.012741 0.006963 -1.000296
 0.027652 -0.017481 -0.000148 -0.998963
 0.072076 -0.006074 0.005481 -1.001778
 0.032185 -0.020593 0.002222 -0.989482
 0.041704 -0.012444 0.007852 -0.992296
 0.08522200000000001 -0.003556 0.013037 -1.002963
 0.041704 -0.004444 0.011852 -1.008
 0.031278 -0.019556 0.003852 -0.996148
 0.050317 -0.007259 0.010074 -1.008593
 0.048051 -0.01837 0.004296 -0.99037
 0.084316 0.003556 0.015407 -1.010074
 0.058024 -0.012444 0.005037 -0.993185
 0.033545 -0.016741 -0 -0.995852
 0.070716 -0.007556 0.002222 -1.003259
 0.062557 -0.003704 0.014222 -1.002963
 0.08794200000000001 0.00237 0.014519 -1.004593
 0.035811 -0.022963 0.000296 -0.9937780000000001
 0.087035 -0.000889 0.01837 -1.010519
 0.036265 -0.017481 0.001037 -0.9925929999999999
 0.055304 -0.004889 0.010222 -1.005037
 0.046691 -0.015111 0.002963 -0.9930369999999999
 0.087035 -0.001185 0.016 -1.008593
 0.048957 -0.012741 0.000741 -0.9937780000000001
 0.045331 -0.011852 0.005778 -0.993926
 0.06709 -0.004741 0.003407 -0.991407
 0.065277 -0.005185 0.014222 -1.012889
 0.08658200000000001 -0.002815 0.021333 -1.002519
 0.026292 -0.019852 0.004593 -0.9937780000000001
 0.084316 -0.004444 0.014815 -1.003407
 0.032185 -0.017185 0.001185 -0.995852
 0.06346300000000001 -0.007704 0.017778 -1.008889
 0.048957 -0.021037 0.000741 -0.993926
 0.088849 -0.00237 0.01837 -1.013926
 0.051677 -0.017778 0.001481 -0.992
 0.037171 -0.021037 -0.00163 -0.991111
 0.079329 -0.007704 0.006519 -0.998963
 0.052584 -0.002815 0.012593 -1.009333
 0.079329 0.001185 0.01363 -1.007704
 0.046691 -0.016 -0.003556 -0.987259
 0.08522200000000001 0.002222 0.013778 -1.014815
 0.038078 -0.01437 0.001481 -0.996148
 0.06709 -0.004148 0.016148 -1.003852
 0.065277 -0.009926000000000001 0.003556 -1.004148
 0.080689 0.00237 0.014074 -1.014074
 0.039438 -0.014815 0.001778 -0.98637
 0.048051 -0.008741000000000001 0.014222 -0.990667
 0.059837 -0.012444 0.003556 -0.994963
 0.080689 -0.002815 0.01363 -1.007259
 0.07978200000000001 -0.006815 0.020444 -1.012444
 0.041704 -0.017481 0.005037 -0.997333
 0.09066200000000001 0.001778 0.014519 -1.016
 0.039891 -0.014667 -0.002963 -0.993926
 0.033545 -0.017185 0.006222 -0.996148
 0.08522200000000001 -0.004444 0.015704 -1.008889
 0.046691 -0.010667 0.009481 -0.998519
 0.082956 0.002222 0.016593 -1.003852
 0.07117 -0.012296 0.009481 -0.9977780000000001
 0.058024 -0.00237 0.008593 -1.004444
 0.034905 -0.018667 -0.001185 -0.984444
 0.082956 -0.007259 0.012148 -0.997926
 0.031278 -0.020296 -0.001778 -0.991111
 0.082049 0.002667 0.012889 -1.014074
 0.032638 -0.016593 0.002667 -0.9937780000000001
