# Created by Octave 3.2.2, Sat Jan 23 21:03:32 2010 EST <matthewbot@Matt>
# name: samples
# type: matrix
# rows: 3588
# columns: 5
 0.039438 0.287851 0.023556 0.005926 -1.029333
 -0.070716 0.398912 -0.009481 -0.011556 -1.002519
 -0.110154 0.430644 -0.034074 -0.040296 -0.967407
 0.052584 0.279692 0.015259 -0.002519 -1.022222
 0.029012 0.294198 0.022519 0.009481 -1.025037
 -0.052131 0.373527 0.003556 -0.007111 -1.02
 -0.12602 0.449683 -0.030222 -0.040889 -0.972148
 -0.070716 0.424297 -0.023407 -0.041185 -0.981333
 0.021306 0.320943 0.001185 -0.017926 -1.002222
 0.047144 0.284678 0.013037 -0.002815 -1.025778
 -0.012693 0.355394 0.017185 -0.008444 -1.028741
 -0.042611 0.37262 -0.014667 -0.028148 -0.984
 0.045784 0.291478 0.016 0.00237 -1.022815
 0.045331 0.279692 0.015407 -0.002963 -1.028296
 -0.050771 0.377607 0.005481 -0.008 -1.025037
 -0.048504 0.405258 -0.021037 -0.036741 -0.97837
 0.041704 0.30961 0.016444 -0.006074 -1.016889
 -0.019946 0.353128 -0.014222 -0.020593 -0.9934809999999999
 0.005893 0.32049 0.016444 0.009778 -1.036444
 -0.073889 0.421124 -0.026074 -0.03837 -0.975704
 -0.016319 0.361741 -0.006519 -0.031407 -0.992296
 -0.110154 0.437897 -0.037926 -0.042074 -0.969037
 -0.112874 0.441523 -0.016 -0.030963 -0.995852
 -0.100635 0.43155 -0.029778 -0.038815 -0.969037
 -0.104261 0.428377 -0.032 -0.043556 -0.966519
 -0.110154 0.437897 -0.024296 -0.03763 -0.984
 -0.101995 0.420671 -0.014222 -0.026963 -0.991111
 -0.106528 0.442883 -0.032148 -0.048296 -0.9671110000000001
 -0.12466 0.448776 -0.030222 -0.034963 -0.983704
 -0.060743 0.388033 0.003852 -0.007704 -1.018667
 -0.087035 0.403898 -0.011259 -0.023111 -1.004593
 -0.06301 0.389846 0.003407 -0.009926000000000001 -1.010519
 -0.06301 0.395286 -0.002519 -0.011259 -1.011556
 0.036265 0.290118 0.016444 0.008593 -1.036593
 -0.069356 0.396646 -0.006074 -0.017778 -1.009778
 -0.069356 0.411151 -0.026519 -0.045037 -0.970074
 0.016319 0.304624 0.019259 0.001037 -1.029926
 -0.109248 0.429284 -0.023852 -0.034963 -0.987259
 -0.080236 0.418404 -0.028148 -0.040741 -0.977778
 0.034905 0.301451 0.007704 -0.007111 -1.016296
 -0.07026300000000001 0.387126 -0.005185 -0.013037 -1.012148
 0.055304 0.284678 0.01763 0.005037 -1.027556
 -0.019946 0.344968 0.010222 0.00237 -1.019852
 -0.105621 0.446056 -0.013926 -0.031704 -0.9977780000000001
 -0.033998 0.3699 -0.015111 -0.023852 -0.9934809999999999
 0.045784 0.292838 0.013333 -0.002963 -1.025185
 0.032638 0.281052 0.016444 0.011259 -1.036593
 -0.06165 0.3835 0.001037 -0.009481 -1.012
 -0.058477 0.399365 -0.002963 -0.004741 -1.019556
 -0.116047 0.456936 -0.028889 -0.040889 -0.970074
 -0.133273 0.465549 -0.029778 -0.034815 -0.9706669999999999
 -0.007253 0.360381 -0.010815 -0.027407 -0.989482
 -0.073889 0.416138 -0.028444 -0.034963 -0.970963
 0.034451 0.311877 0.012889 -0.009185 -1.014518
 -0.038985 0.390752 -0.018667 -0.032 -0.984741
 0.034451 0.291478 0.01763 0.008593 -1.027556
 -0.09474200000000001 0.433364 -0.028889 -0.041185 -0.967704
 -0.035358 0.367634 -0.011259 -0.026519 -0.990222
 -0.106981 0.449683 -0.031259 -0.043111 -0.971704
 -0.117407 0.446056 -0.012444 -0.033333 -0.986074
 -0.109248 0.430644 -0.029037 -0.048593 -0.963852
 -0.106528 0.43291 -0.033778 -0.046222 -0.974074
 -0.101995 0.430644 -0.021037 -0.031704 -0.983556
 -0.110154 0.440163 -0.016 -0.027259 -0.98963
 -0.088395 0.433364 -0.031407 -0.039704 -0.973333
 -0.118767 0.447416 -0.027704 -0.041926 -0.979259
 -0.062103 0.391659 -0.002519 -0.013481 -1.013926
 -0.101541 0.427924 -0.014815 -0.02963 -0.9890370000000001
 -0.05621 0.385766 -0.00563 -0.008888999999999999 -1.012148
 -0.09202200000000001 0.407978 -0.008296 -0.01837 -1.000593
 -0.004986 0.331822 0.017778 0.007407 -1.025185
 -0.102901 0.43291 -0.015852 -0.026963 -0.990667
 -0.087035 0.422031 -0.010815 -0.023407 -1.006074
 -0.029012 0.348141 0.009778 -0.004741 -1.017185
 -0.009972999999999999 0.348595 0.013333 -0.004 -1.022222
 -0.114234 0.446056 -0.021037 -0.033185 -0.986074
 -0.076609 0.425657 -0.032148 -0.04163 -0.98163
 0.007253 0.326836 0.019556 0.006667 -1.031852
 -0.001813 0.334089 0.02 0.006963 -1.024593
 -0.110154 0.43291 -0.023111 -0.023704 -0.983556
 -0.119674 0.460562 -0.030222 -0.04637 -0.980741
 -0.003626 0.333636 0.016593 0.005333 -1.029926
 -0.081596 0.415231 -0.015556 -0.012296 -1.005778
 -0.1233 0.440616 -0.027407 -0.028889 -0.980148
 -0.06709 0.402992 -0.024148 -0.042074 -0.981926
 0.003173 0.341342 -0 -0.026222 -1.004148
 0.028558 0.305077 0.021926 -0.000593 -1.028593
 0.034451 0.302357 0.021185 0.001037 -1.038519
 -0.07162300000000001 0.388486 0.000296 -0.017778 -1.012148
 -0.004986 0.339982 0.012889 -0.00237 -1.028741
 -0.108794 0.437897 -0.023111 -0.032148 -0.987852
 -0.062103 0.386219 0.000593 -0.009926000000000001 -1.00563
 -0.092475 0.436537 -0.027259 -0.040889 -0.979259
 0.034905 0.300997 0.014519 -0.008444 -1.025185
 0.021759 0.30961 0.02163 0.004593 -1.032296
 0.020399 0.321849 0.007407 -0.009926000000000001 -1.008593
 0.021306 0.331369 0.007704 -0.01037 -1.014074
 -0.003626 0.340889 0.01763 -0 -1.02163
 -0.007706 0.348595 0.012444 -0.002074 -1.02637
 0.025385 0.301451 0.014963 -0.001185 -1.017926
 0.038078 0.311877 0.01763 -0 -1.021185
 -0.039891 0.367634 0.000593 -0.00563 -1.016741
 0.010879 0.318223 0.02237 -0.007556 -1.030222
 0.023572 0.306437 0.011852 -0.002963 -1.016444
 0.029918 0.305984 0.023704 -0.001185 -1.027407
 -0.09202200000000001 0.437897 -0.017778 -0.025037 -0.995111
 0.023572 0.297371 0.01837 0.000741 -1.024741
 0.0068 0.328196 -0.003704 -0.018963 -0.9982220000000001
 0.021306 0.311877 0.020741 0.000296 -1.025778
 -0.059384 0.385766 0.000296 -0.013037 -1.010074
 0.016319 0.317316 0.008296 -0.00637 -1.014074
 0.014506 0.321849 -0.000593 -0.009481 -1.003407
 0.020399 0.332729 0.016889 0.000296 -1.025926
 -0.034451 0.377607 0.007852 -0.009926000000000001 -1.020296
 -0 0.337715 0.000296 -0.018222 -1.003852
 0.021759 0.31233 0.010963 -0.006519 -1.017926
 -0.015866 0.335449 0.012148 -0.002519 -1.024296
 -0.07162300000000001 0.395739 0.000593 -0.018222 -1.003704
 0.021306 0.304624 0.010519 -0.005185 -1.019852
